,Book_Name,Publishing_Year,Author,gross_sales,publisher_revenue,sale_price,Publisher_,units_sold,Master_Genre,Master_Sub_Genre,Trope_1,Trope_2,Trope_3,Trope_4,Trope_5,Trope_6,Trope_7,Trope_8
573,A WIND IN THE DOOR,1973.0,MADELEINE L ENGLE,355.81,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,39312,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,SCIENCE FICTION,CLASSICS,MIDDLE GRADE,ADVENTURE,,AUDIOBOOK
574,FOREVER,2011.0,MAGGIE STIEFVATER,827.86,496.716,7.81,PENGUIN GROUP  USA  LLC,106,FICTION,HISTORICAL,ADULT,FANTASY,NEWYORK,MAGICAL REALISM,TIMETRAVEL,IRELAND,NOVELS,
575,THE SERPENT S SHADOW,2012.0,RICK RIORDAN,345.42,0.0,3.03,AMAZON DIGITAL SERVICES   INC ,2889,FICTION,CHILDRENS,FANTASY,MYTHOLOGY,YOUNG ADULT,MIDDLE GRADE,ADVENTURE,MAGIC,URBAN,
576,IT ENDS WITH US,2016.0,COLLEEN HOOVER,747.93,448.758,6.99,PENGUIN GROUP  USA  LLC,107,FICTION,ROMANCE,ADULT,CONTEMPORARY,NEWADULT,ABUSE,CHICKLIT,YOUNG ADULT,,AUDIOBOOK
577,GRIP OF THE SHADOW PLAGUE,2008.0,BRANDON MULL,548.9,0.0,4.99,AMAZON DIGITAL SERVICES   INC ,4360,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MIDDLE GRADE,ADVENTURE,MAGIC,JUVENILE,URBAN,
578,DRAGONFLIGHT,1968.0,ANNE MCCAFFREY  TEODOR PANASIÅ SKI,133.65,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,52488,FICTION,ROMANCE,FANTASY,SCIENCE FICTION,DRAGONS,YOUNG ADULT,HIGH,TIMETRAVEL,ADVENTURE,
579,HANDLE WITH CARE,2009.0,JODI PICOULT,1420.42,852.252,8.99,HARPERCOLLINS PUBLISHERS,4266,FICTION,CONTEMPORARY,ADULT,CHICKLIT,DRAMA,REALISTIC,FAMILY,NOVELS,MEDICAL,
580,PUSHING THE LIMITS,2012.0,KATIE MCGARRY,462.84,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,31320,FICTION,ROMANCE,YOUNG ADULT,CONTEMPORARY,NEWADULT,HIGHSCHOOL,REALISTIC,,,
581,CLUB DEAD,2003.0,CHARLAINE HARRIS,13178.0,7906.8,5.99,HARPERCOLLINS PUBLISHERS,2200,FICTION,ROMANCE,ADULT,FANTASY,VAMPIRES,PARANORMAL,URBAN,MYSTERY,SUPERNATURAL,
582,GERALD S GAME,1992.0,STEPHEN KING,433.82,260.292,1.99,AMAZON DIGITAL SERVICES   INC ,5886,FICTION,MYSTERY,ADULT,HORROR,THRILLER,SUSPENSE,MYSTERY THRILLER,NOVELS,FANTASY,AUDIOBOOK
583,PASSION,2011.0,LAUREN KATE,790.02,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,5346,FICTION,FANTASY,FANTASY,YOUNG ADULT,ANGELS,PARANORMAL,SUPERNATURAL,URBAN,TEEN,
584,WINTER GARDEN,2009.0,KRISTIN HANNAH,334.88,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,4480,FICTION,ROMANCE,ADULT,HISTORICAL,CHICKLIT,CONTEMPORARY,RUSSIA,WORLDWARII,,AUDIOBOOK
585,FOREVER,2011.0,MAGGIE STIEFVATER,827.86,496.716,7.81,PENGUIN GROUP  USA  LLC,106,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,WEREWOLVES,SUPERNATURAL,URBAN,,
586,THE LOWLAND,2013.0,JHUMPA LAHIRI,470.82,282.492,3.99,AMAZON DIGITAL SERVICES   INC ,35208,FICTION,LITERARY FICTION,CONTEMPORARY,INDIA,HISTORICAL,NOVELS,ASIA,LITERATURE,INDIANLITERATURE,AUDIOBOOK
587,DEAD TO THE WORLD,2004.0,CHARLAINE HARRIS,2376.0,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,2400,FICTION,ROMANCE,ADULT,FANTASY,VAMPIRES,PARANORMAL,URBAN,MYSTERY,SUPERNATURAL,
588,BEEZUS AND RAMONA,1955.0,BEVERLY CLEARY,740.94,444.564,6.99,RANDOM HOUSE LLC,106,FICTION,CHILDRENS,YOUNG ADULT,MIDDLE GRADE,CLASSICS,REALISTIC,HUMOR,CHAPTERBOOKS,JUVENILE,FAMILY
589,MOSTLY HARMLESS,1992.0,DOUGLAS ADAMS,573.85,344.31,4.99,SIMON AND SCHUSTER DIGITAL SALES INC,2916,FICTION,SCIENCE FICTION,FANTASY,HUMOR,COMEDY,CLASSICS,ADVENTURE,NOVELS,,AUDIOBOOK
590,FOREVER,2011.0,MAGGIE STIEFVATER,827.86,496.716,7.81,PENGUIN GROUP  USA  LLC,106,FICTION,ROMANCE,YOUNG ADULT,CONTEMPORARY,AMISH,TEEN,REALISTIC,NEWADULT,LOVE,
591,HOOT,2002.0,CARL HIAASEN,583.83,350.298,4.99,PENGUIN GROUP  USA  LLC,31752,FICTION,CHILDRENS,YOUNG ADULT,REALISTIC,MIDDLE GRADE,MYSTERY,ANIMALS,HUMOR,CONTEMPORARY,ENVIRONMENT
592,BEHIND CLOSED DOORS,2016.0,B A  PARIS,919.13,551.478,8.59,PENGUIN GROUP  USA  LLC,107,FICTION,ROMANCE,ADULT,CONTEMPORARY,SUSPENSE,MYSTERY,ROMANTICSUSPENSE,AMAZON,MYSTERY THRILLER,MFROMANCE
593,THE IRON DAUGHTER,2010.0,JULIE KAGAWA,331.89,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,4400,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,FAE,FAIRIES,MAGIC,URBAN,
594,WORDS OF RADIANCE,2014.0,BRANDON SANDERSON,741.52,444.912,2.99,HARPERCOLLINS PUBLISHERS,248,FICTION,SCIENCE FICTION,ADULT,FANTASY,EPICFANTASY,HIGH,MAGIC,EPIC,ADVENTURE,AUDIOBOOK
595,THE RECKONING,2010.0,KELLEY ARMSTRONG,466.83,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,34560,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,URBAN,SUPERNATURAL,MAGIC,WEREWOLVES,GHOSTS
596,THE STRAIN,2009.0,GUILLERMO DEL TORO  CHUCK HOGAN,107.91,64.746,0.99,AMAZON DIGITAL SERVICES   INC ,4280,FICTION,HORROR,FANTASY,VAMPIRES,SCIENCE FICTION,THRILLER,PARANORMAL,SUPERNATURAL,POSTAPOCALYPTIC,AUDIOBOOK
597,CURIOUS GEORGE,1941.0,H A  REY,236.61,141.966,0.99,AMAZON DIGITAL SERVICES   INC ,239,FICTION,CHILDRENS,FANTASY,PICTURE BOOKS,CLASSICS,ANIMALS,ADVENTURE,KIDS,HUMOR,JUVENILE
598,THE SWEETNESS AT THE BOTTOM OF THE PIE,2009.0,ALAN BRADLEY,1757.25,1054.35,10.65,PENGUIN GROUP  USA  LLC,4455,FICTION,MYSTERY,ADULT,HISTORICAL,YOUNG ADULT,MYSTERY THRILLER,CRIME,BRITISH LITERATURE,,AUDIOBOOK
599,GREGOR THE OVERLANDER,2003.0,SUZANNE COLLINS,322.92,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,108,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MIDDLE GRADE,ADVENTURE,JUVENILE,SCIENCE FICTION,,AUDIOBOOK
600,RAPTURE,2012.0,LAUREN KATE,1282.93,769.758,11.99,RANDOM HOUSE LLC,107,FICTION,ROMANCE,FANTASY,YOUNG ADULT,ANGELS,PARANORMAL,SUPERNATURAL,URBAN,,
601,THE ROSIE EFFECT,2014.0,GRAEME SIMSION,1225.44,735.264,11.04,MACMILLAN,4360,FICTION,ROMANCE,ADULT,CONTEMPORARY,HUMOR,CHICKLIT,COMEDY,REALISTIC,,AUDIOBOOK
602,THE STORIED LIFE OF A J  FIKRY,2014.0,GABRIELLE ZEVIN,5444.75,3266.85,7.51,RANDOM HOUSE LLC,725,FICTION,ROMANCE,ADULT,CONTEMPORARY,BOOKSABOUTBOOKS,LITERARY FICTION,BOOKCLUB,REALISTIC,,AUDIOBOOK
603,UNDER THE NEVER SKY,2011.0,VERONICA ROSSI,446.88,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,4440,FICTION,ROMANCE,FANTASY,YOUNG ADULT,DYSTOPIA,SCIENCE FICTION,POSTAPOCALYPTIC,ADVENTURE,PARANORMAL,TEEN
604,BRIDGET JONES  THE EDGE OF REASON,1999.0,HELEN FIELDING,1098.9,659.34,9.99,AMAZON DIGITAL SERVICES   INC ,4360,FICTION,ROMANCE,ADULT,CHICKLIT,HUMOR,CONTEMPORARY,BRITISH LITERATURE,COMEDY,NOVELS,
605,HEART OF THE MATTER,2010.0,EMILY GIFFIN,910.48,546.288,5.99,SIMON AND SCHUSTER DIGITAL SALES INC,4104,FICTION,ROMANCE,ADULT,CHICKLIT,CONTEMPORARY,WOMENSFICTION,RELATIONSHIPS,,,AUDIOBOOK
606,AIRFRAME,1996.0,MICHAEL CRICHTON,104.94,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,106,FICTION,MYSTERY,NOVELS,THRILLER,SCIENCE FICTION,SUSPENSE,MYSTERY THRILLER,ADVENTURE,ACTION,AVIATION
607,BET ME,2004.0,JENNIFER CRUSIE,846.94,508.164,7.99,RANDOM HOUSE LLC,106,FICTION,ROMANCE,ADULT,CHICKLIT,CONTEMPORARY,HUMOR,COMEDY,,,AUDIOBOOK
608,THE VILE VILLAGE,2001.0,LEMONY SNICKET  BRETT HELQUIST,706.82,424.092,5.99,PENGUIN GROUP  USA  LLC,35640,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MIDDLE GRADE,MYSTERY,ADVENTURE,HUMOR,JUVENILE,AUDIOBOOK
609,THE BRETHREN,2000.0,JOHN GRISHAM,942.82,565.692,7.99,PENGUIN GROUP  USA  LLC,34992,FICTION,MYSTERY,ADULT,THRILLER,LEGALTHRILLER,SUSPENSE,CRIME,MYSTERY THRILLER,LAW,NOVELS
610,EFFORTLESS,2011.0,S C  STEPHENS,160.38,96.228,0.99,AMAZON DIGITAL SERVICES   INC ,4374,FICTION,ROMANCE,ADULT,NEWADULT,CONTEMPORARY,MUSIC,COLLEGE,YOUNG ADULT,CHICKLIT,EROTICA
611,ATTACHMENTS,2011.0,RAINBOW ROWELL,170.28,102.168,0.99,AMAZON DIGITAL SERVICES   INC ,4644,FICTION,ROMANCE,ADULT,CONTEMPORARY,CHICKLIT,YOUNG ADULT,REALISTIC,HUMOR,,
612,2ND CHANCE,2002.0,JAMES PATTERSON  ANDREW GROSS,1388.77,833.262,12.29,HARPERCOLLINS PUBLISHERS,2862,FICTION,MYSTERY,ADULT,CRIME,THRILLER,MYSTERY THRILLER,SUSPENSE,MURDERMYSTERY,DETECTIVE,AUDIOBOOK
613,DOG DAYS,2009.0,JEFF KINNEY,474.81,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,39744,FICTION,CHILDRENS,YOUNG ADULT,HUMOR,MIDDLE GRADE,REALISTIC,GRAPHICNOVELS,COMEDY,COMICS,DIARY
614,STELLALUNA,1993.0,JANELL CANNON,116.82,70.092,0.99,AMAZON DIGITAL SERVICES   INC ,36072,FICTION,CHILDRENS,FANTASY,PICTURE BOOKS,ANIMALS,FAMILY,CLASSICS,KIDS,BIRDS,JUVENILE
615,THE LIGHT FANTASTIC,1986.0,TERRY PRATCHETT,112.86,67.716,0.99,AMAZON DIGITAL SERVICES   INC ,2916,FICTION,SCIENCE FICTION,FANTASY,HUMOR,COMEDY,MAGIC,ADVENTURE,NOVELS,,AUDIOBOOK
616,DEAD BEAT,2005.0,JIM BUTCHER,568.86,0.0,4.99,AMAZON DIGITAL SERVICES   INC ,2916,FICTION,MYSTERY,FANTASY,URBAN,PARANORMAL,MAGIC,VAMPIRES,SUPERNATURAL,SCIENCE FICTION,AUDIOBOOK
617,THE RESCUE,2000.0,NICHOLAS SPARKS,8569.34,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,2866,FICTION,ROMANCE,ADULT,CHICKLIT,CONTEMPORARY,DRAMA,LOVE,,,AUDIOBOOK
618,A MEMORY OF LIGHT,2012.0,ROBERT JORDAN  BRANDON SANDERSON,450.87,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,2889,FICTION,SCIENCE FICTION,ADULT,FANTASY,EPICFANTASY,HIGH,EPIC,ADVENTURE,MAGIC,AUDIOBOOK
619,WHEN BREATH BECOMES AIR,2016.0,PAUL KALANITHI  ABRAHAM VERGHESE,1041.39,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,261,NONFICTION,BIOGRAPHY,MEMOIR,MEDICINE,MEDICAL,AUTOBIOGRAPHY,BIOGRAPHYMEMOIR,PHILOSOPHY,SCIENCE,AUDIOBOOK
620,PINES,2012.0,BLAKE CROUCH,105.93,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,107,FICTION,MYSTERY,FANTASY,THRILLER,SCIENCE FICTION,HORROR,MYSTERY THRILLER,DYSTOPIA,SUSPENSE,AUDIOBOOK
621,THE INTERESTINGS,2013.0,MEG WOLITZER,1342.32,805.392,7.99,HARPERCOLLINS PUBLISHERS,4536,FICTION,LITERARY FICTION,ADULT,CONTEMPORARY,COMING OF AGE,NOVELS,BOOKCLUB,NEWYORK,,AUDIOBOOK
622,THE SLIPPERY SLOPE,2003.0,LEMONY SNICKET  BRETT HELQUIST,988.9,593.34,8.99,PENGUIN GROUP  USA  LLC,4320,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MIDDLE GRADE,MYSTERY,ADVENTURE,HUMOR,JUVENILE,AUDIOBOOK
623,THE CHOICE,2007.0,NICHOLAS SPARKS,1483.04,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,496,FICTION,ROMANCE,ADULT,CHICKLIT,CONTEMPORARY,DRAMA,LOVE,,,AUDIOBOOK
624,HALFWAY TO THE GRAVE,2007.0,JEANIENE FROST,232.83,139.698,1.99,AMAZON DIGITAL SERVICES   INC ,33912,FICTION,ROMANCE,ADULT,PARANORMAL,VAMPIRES,URBAN,FANTASY,SUPERNATURAL,NEWADULT,
625,DRAGONS OF AUTUMN TWILIGHT,1984.0,MARGARET WEIS  TRACY HICKMAN,992.14,595.284,8.78,SIMON AND SCHUSTER DIGITAL SALES INC,2862,FICTION,SCIENCE FICTION,FANTASY,DRAGONLANCE,DRAGONS,HIGH,EPICFANTASY,ADVENTURE,YOUNG ADULT,MAGIC
626,ARE YOU MY MOTHER ,1960.0,P D  EASTMAN,10596.31,6357.786,5.99,PENGUIN GROUP  USA  LLC,1769,FICTION,CHILDRENS,YOUNG ADULT,PICTURE BOOKS,ANIMALS,CLASSICS,FAMILY,KIDS,HUMOR,BIRDS
627,VISION IN WHITE,2009.0,NORA ROBERTS,437.8,262.68,1.99,RANDOM HOUSE LLC,5940,FICTION,ROMANCE,ADULT,CONTEMPORARY,CHICKLIT,LOVE,FAMILY,,,AUDIOBOOK
628,CLEAR AND PRESENT DANGER,1989.0,TOM CLANCY,1115.27,669.162,2.99,HACHETTE BOOK GROUP,373,FICTION,MYSTERY,ADVENTURE,THRILLER,ESPIONAGE,MILITARYFICTION,SUSPENSE,ACTION,MYSTERY THRILLER,SPYTHRILLER
629,RELIC,1995.0,DOUGLAS PRESTON  LINCOLN CHILD,858.03,514.818,7.73,HACHETTE BOOK GROUP,4360,FICTION,MYSTERY,FANTASY,HORROR,THRILLER,SCIENCE FICTION,MYSTERY THRILLER,SUSPENSE,ADVENTURE,CRIME
630,THE RESTAURANT AT THE END OF THE UNIVERSE,1980.0,DOUGLAS ADAMS,11553.54,6932.124,7.99,PENGUIN GROUP  USA  LLC,1446,FICTION,SCIENCE FICTION,FANTASY,HUMOR,COMEDY,CLASSICS,ADVENTURE,NOVELS,,AUDIOBOOK
631,THE FARTHEST SHORE,1972.0,URSULA K  LE GUIN,210.94,0.0,1.99,AMAZON DIGITAL SERVICES   INC ,106,FICTION,SCIENCE FICTION,FANTASY,YOUNG ADULT,CLASSICS,HIGH,MAGIC,ADVENTURE,DRAGONS,
632,ANGUS  THONGS AND FULL FRONTAL SNOGGING,1999.0,LOUISE RENNISON,997.5,0.0,3.75,AMAZON DIGITAL SERVICES   INC ,266,FICTION,ROMANCE,YOUNG ADULT,HUMOR,CONTEMPORARY,CHICKLIT,TEEN,REALISTIC,CHILDRENS,COMEDY
633,BEAUTIFUL RUINS,2012.0,JESS WALTER,9818.45,5891.07,14.99,RANDOM HOUSE LLC,655,FICTION,ROMANCE,ADULT,HISTORICAL,ITALY,CONTEMPORARY,BOOKCLUB,LITERARY FICTION,,AUDIOBOOK
634,THE HEIR,2015.0,KIERA CASS,614.46,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,4158,FICTION,ROMANCE,FANTASY,YOUNG ADULT,DYSTOPIA,SCIENCE FICTION,TEEN,CHICKLIT,,AUDIOBOOK
635,THE SILKWORM,2014.0,ROBERT GALBRAITH  J K  ROWLING,608.85,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,615,FICTION,MYSTERY,ADULT,CRIME,THRILLER,MYSTERY THRILLER,DETECTIVE,CONTEMPORARY,,AUDIOBOOK
636,DAYS OF BLOOD   STARLIGHT,2012.0,LAINI TAYLOR,325.91,195.546,2.99,AMAZON DIGITAL SERVICES   INC ,4240,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,ANGELS,URBAN,MAGIC,,AUDIOBOOK
637,AFTER YOU,2015.0,JOJO MOYES,1964.16,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,1984,FICTION,ROMANCE,ADULT,CONTEMPORARY,CHICKLIT,DRAMA,REALISTIC,,,AUDIOBOOK
638,DROWNING RUTH,2000.0,CHRISTINA SCHWARZ,573.85,0.0,4.99,AMAZON DIGITAL SERVICES   INC ,2916,FICTION,MYSTERY,ADULT,HISTORICAL,CONTEMPORARY,BOOKCLUB,NOVELS,MYSTERY THRILLER,,
639,THE GUARDIAN,2003.0,NICHOLAS SPARKS,1873.08,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,1892,FICTION,ROMANCE,ADULT,CHICKLIT,CONTEMPORARY,MYSTERY,DRAMA,THRILLER,,
640,BROWN BEAR  BROWN BEAR  WHAT DO YOU SEE ,1967.0,BILL MARTIN JR   ERIC CARLE,2375.24,1425.144,4.99,HACHETTE BOOK GROUP,476,FICTION,CHILDRENS,YOUNG ADULT,PICTURE BOOKS,ANIMALS,CLASSICS,STORYTIME,POETRY,KIDS,JUVENILE
641,THE SWEETNESS AT THE BOTTOM OF THE PIE,2009.0,ALAN BRADLEY,1757.25,1054.35,10.65,PENGUIN GROUP  USA  LLC,4455,FICTION,MYSTERY,ADULT,HISTORICAL,YOUNG ADULT,MYSTERY THRILLER,CRIME,BRITISH LITERATURE,,AUDIOBOOK
642,PRETTY GIRLS,2015.0,KARIN SLAUGHTER,226.86,0.0,1.99,AMAZON DIGITAL SERVICES   INC ,2916,FICTION,MYSTERY,ADULT,THRILLER,MYSTERY THRILLER,CRIME,SUSPENSE,HORROR,CONTEMPORARY,AUDIOBOOK
643,BETWEEN THE WORLD AND ME,2015.0,TA NEHISI COATES,523.25,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,4725,NONFICTION,BIOGRAPHY,MEMOIR,RACE,HISTORY,SOCIALJUSTICE,POLITICS,ESSAYS,AFRICANAMERICAN,AUDIOBOOK
644,THE FOREVER WAR,1974.0,JOE HALDEMAN,214.83,128.898,0.99,AMAZON DIGITAL SERVICES   INC ,5859,NONFICTION,HISTORY,HISTORY,WAR,POLITICS,MILITARYFICTION,JOURNALISM,MILITARYHISTORY,AMERICANHISTORY,AUDIOBOOK
645,THE DEEP END OF THE OCEAN,1996.0,JACQUELYN MITCHARD,267.3,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,270,FICTION,MYSTERY,ADULT,CONTEMPORARY,CHICKLIT,DRAMA,NOVELS,FAMILY,LITERATURE,
646,CRUEL   UNUSUAL,1993.0,PATRICIA CORNWELL,439.53,263.718,2.99,AMAZON DIGITAL SERVICES   INC ,3969,FICTION,MYSTERY,ADULT,CRIME,THRILLER,MYSTERY THRILLER,SUSPENSE,MURDERMYSTERY,DETECTIVE,AUDIOBOOK
647,THE BOOK OF LIFE,2014.0,DEBORAH HARKNESS,334.88,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,2862,FICTION,ROMANCE,FANTASY,PARANORMAL,VAMPIRES,WITCHES,MAGIC,URBAN,HISTORICAL,
648,HARD EIGHT,2002.0,JANET EVANOVICH  LORELEI KING,1060.82,636.492,8.99,RANDOM HOUSE LLC,35640,FICTION,ROMANCE,ADULT,MYSTERY,HUMOR,CHICKLIT,CRIME,COMEDY,MYSTERY THRILLER,CONTEMPORARY
649,LOVER REVEALED,2007.0,J R  WARD,694.84,0.0,5.99,AMAZON DIGITAL SERVICES   INC ,30888,FICTION,ROMANCE,ADULT,PARANORMAL,VAMPIRES,FANTASY,URBAN,EROTICA,SUPERNATURAL,
650,SLAMMED,2012.0,COLLEEN HOOVER,900.9,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,910,FICTION,ROMANCE,YOUNG ADULT,NEWADULT,CONTEMPORARY,CHICKLIT,HIGHSCHOOL,REALISTIC,POETRY,
651,ONYX,2012.0,JENNIFER L  ARMENTROUT,1127.5,676.5,9.02,RANDOM HOUSE LLC,46008,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,ALIENS,SCIENCE FICTION,SUPERNATURAL,URBAN,
652,WHITE NIGHT,2007.0,JIM BUTCHER,111.87,67.122,0.99,AMAZON DIGITAL SERVICES   INC ,2862,FICTION,MYSTERY,FANTASY,URBAN,PARANORMAL,MAGIC,VAMPIRES,SUPERNATURAL,SCIENCE FICTION,AUDIOBOOK
653,CHELSEA CHELSEA BANG BANG,2010.0,CHELSEA HANDLER,477.0,286.2,4.5,AMAZON DIGITAL SERVICES   INC ,106,NONFICTION,BIOGRAPHY,HUMOR,MEMOIR,COMEDY,AUTOBIOGRAPHY,ESSAYS,CHICKLIT,BIOGRAPHYMEMOIR,AUDIOBOOK
654,CAPS FOR SALE  A TALE OF A PEDDLER  SOME MONKEYS AND THEIR MONKEY BUSINESS,1938.0,ESPHYR SLOBODKINA,548.9,329.34,4.99,AMAZON DIGITAL SERVICES   INC ,4280,FICTION,CHILDRENS,CLASSICS,PICTURE BOOKS,ANIMALS,STORYTIME,HUMOR,MATHEMATICS,KIDS,COUNTING
655,ASSASSIN S QUEST,1997.0,ROBIN HOBB,470.82,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,34776,FICTION,SCIENCE FICTION,ADULT,FANTASY,EPICFANTASY,HIGH,ADVENTURE,DRAGONS,MAGIC,AUDIOBOOK
656,DEAD IN THE FAMILY,2010.0,CHARLAINE HARRIS,1494.45,896.67,6.15,AMAZON DIGITAL SERVICES   INC ,243,FICTION,ROMANCE,FANTASY,VAMPIRES,PARANORMAL,URBAN,MYSTERY,SUPERNATURAL,WEREWOLVES,
657,THIS LULLABY,2002.0,SARAH DESSEN,2417.85,1450.71,1.99,HARPERCOLLINS PUBLISHERS,1215,FICTION,ROMANCE,YOUNG ADULT,CONTEMPORARY,CHICKLIT,REALISTIC,TEEN,MUSIC,,
658,ME AND EARL AND THE DYING GIRL,2012.0,JESSE ANDREWS,1241.87,745.122,10.99,RANDOM HOUSE LLC,2889,FICTION,CONTEMPORARY,YOUNG ADULT,HUMOR,REALISTIC,COMING OF AGE,TEEN,DEATH,,AUDIOBOOK
659,EVERYTHING  EVERYTHING,2015.0,NICOLA YOON  DAVID YOON,331.89,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,4360,FICTION,ROMANCE,YOUNG ADULT,CONTEMPORARY,REALISTIC,TEEN,COMING OF AGE,,,AUDIOBOOK
660,GONE,2008.0,MICHAEL  GRANT,3678.3,2206.98,5.49,AMAZON DIGITAL SERVICES   INC ,670,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,SUPERNATURAL,MYSTERY,TEEN,URBAN,
661,A BEND IN THE ROAD,2001.0,NICHOLAS SPARKS,1353.2,811.92,1.99,HARPERCOLLINS PUBLISHERS,680,FICTION,ROMANCE,ADULT,CHICKLIT,CONTEMPORARY,MYSTERY,DRAMA,LOVE,,
662,CROSSROADS OF TWILIGHT,2003.0,ROBERT JORDAN,430.92,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,108,FICTION,SCIENCE FICTION,ADULT,FANTASY,EPICFANTASY,HIGH,EPIC,ADVENTURE,MAGIC,AUDIOBOOK
663,THE WAY OF SHADOWS,2008.0,BRENT WEEKS,744.51,446.706,2.99,RANDOM HOUSE LLC,249,FICTION,SCIENCE FICTION,ADULT,FANTASY,EPICFANTASY,MAGIC,HIGH,ADVENTURE,DARKFANTASY,YOUNG ADULT
664,STONE OF TEARS,1995.0,TERRY GOODKIND,1111.12,666.672,7.31,PENGUIN GROUP  USA  LLC,4104,FICTION,ROMANCE,ADULT,FANTASY,EPICFANTASY,HIGH,SCIENCE FICTION,MAGIC,ADVENTURE,EPIC
665,CRAZY LOVE  OVERWHELMED BY A RELENTLESS GOD,2008.0,FRANCIS CHAN  DANAE YANKOSKI  CHRIS TOMLIN,1064.44,638.664,2.99,MACMILLAN,356,NONFICTION,RELIGION,RELIGION,CHRISTIAN,CHRISTIANITY,FAITH,CHRISTIANLIVING,THEOLOGY,SPIRITUALITY,CHRISTIANNONFICTION
666,THE BROKER,2005.0,JOHN GRISHAM,114.84,68.904,0.99,AMAZON DIGITAL SERVICES   INC ,29592,FICTION,MYSTERY,NOVELS,THRILLER,LEGALTHRILLER,CRIME,SUSPENSE,MYSTERY THRILLER,ITALY,ESPIONAGE
667,THE RACKETEER,2012.0,JOHN GRISHAM,322.92,193.752,2.99,AMAZON DIGITAL SERVICES   INC ,108,FICTION,MYSTERY,ADULT,THRILLER,CRIME,LEGALTHRILLER,SUSPENSE,MYSTERY THRILLER,NOVELS,AUDIOBOOK
668,THE GATHERING STORM,2009.0,ROBERT JORDAN  BRANDON SANDERSON,750.12,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,5076,FICTION,SCIENCE FICTION,ADULT,FANTASY,EPICFANTASY,HIGH,EPIC,ADVENTURE,MAGIC,AUDIOBOOK
669,THE FIRES OF HEAVEN,1993.0,ROBERT JORDAN,1480.05,888.03,7.59,RANDOM HOUSE LLC,5265,FICTION,SCIENCE FICTION,ADULT,FANTASY,EPICFANTASY,HIGH,EPIC,ADVENTURE,MAGIC,AUDIOBOOK
670,THE AMITYVILLE HORROR,1977.0,JAY ANSON,1191.26,714.756,8.89,HACHETTE BOOK GROUP,52056,FICTION,MYSTERY,CLASSICS,HORROR,PARANORMAL,THRILLER,SUPERNATURAL,TRUE CRIME,GHOSTS,AUDIOBOOK
671,THE BONE CLOCKS,2014.0,DAVID MITCHELL,781.96,469.176,6.92,RANDOM HOUSE LLC,2862,FICTION,MYSTERY,ADULT,FANTASY,SCIENCE FICTION,LITERARY FICTION,MAGICAL REALISM,CONTEMPORARY,DYSTOPIA,AUDIOBOOK
672,RULES OF CIVILITY,2011.0,AMOR TOWLES,712.81,427.686,5.99,PENGUIN GROUP  USA  LLC,40824,FICTION,LITERARY FICTION,ADULT,HISTORICAL,NEWYORK,BOOKCLUB,NOVELS,,,AUDIOBOOK
673,THE BLACK DAHLIA,1987.0,JAMES ELLROY,1088.91,653.346,9.99,RANDOM HOUSE LLC,4280,FICTION,MYSTERY,HISTORICAL,CRIME,NOIR,TRUE CRIME,THRILLER,MYSTERY THRILLER,DETECTIVE,
